Record ID,Description,Status,Status Date,Parcel ID,Longitude,Latitude,ObjectId,Address ID,Street Number,Street Direction,Street Name,x,y
BLD2020-02883,"Change of Occupancy to Restaurant (Carry-Out) and alterations per plans. Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,2/1/2021 5:00:00 AM,14006184.,-83.129868,42.387858,653,537306,13113,,Dexter,-9253974.57547205,5219256.92447396
BLD2020-02893,"Revision to BLD2020-01402 to reflect Electrical changes per plans.(original Permit BLD2019-05656, Per BSEED Grant #123-18, Change of Occupancy to Medical Marihuana Grower Facility per plans). Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,10/12/2020 4:00:00 AM,22101939-46,-83.241149,42.380392,654,541574,12651,,STOUT,-9266362.31972701,5218131.73641245
BLD2020-02915,"Per SLU2020-00111, expansion of an existing SDD/SDM with 1,056 sq ft addition per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,9/21/2022 4:00:00 AM,22008709-12,-83.201214,42.38668,655,137169,15735,,SCHOOLCRAFT,-9261916.77586218,5219079.38122234
BLD2020-03029,"A.K.A. 4215 Cass. Change of Occupancy to Retail and alterations per plans. Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,11/5/2020 5:00:00 AM,CONDO BUILDING,-83.064116,42.35076,656,233639,4229,,CASS,-9246655.09631341,5213667.26716612
BLD2020-03088,"(A.K.A 1050 WOODWARD) ADDITION OF 12 STORIES TO EXISTING (4) STORY PORTION OF OFFICE BUILDING AS PER CODE AND EPLANS. Revision to BLD2018-05333 for Electrical & Mechanical changes per plans.(A.K.A 1050 WOODWARD) ADDITION OF 12 STORIES TO EXISTING (4) STORY PORTION OF OFFICE BUILDING AS PER CODE AND EPLANS.)Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,2/24/2021 5:00:00 AM,01004106-9,-83.046265,42.333701,657,348182,1000,,WOODWARD,-9244667.93208326,5211098.04825976
BLD2020-03129,"CHANGE OF USE/OCCUPANCY FROM BAR TO APPLIANCE/REPAIR/RETAIL -***SUBJECT TO ALL APPLICABLE FEDERAL, STATE, AND LOCAL ""EXECUTIVE ORDERS""***",CofO Issued,6/17/2021 4:00:00 AM,22000583-4,-83.233969,42.343418,658,545374,19646,,WARREN,-9265563.04578312,5212561.41905863
BLD2020-03166,"Establish Child Care Center (Occupancy/Use) as per approved drawings.
(Subject to all applicable Federal, State and Local Executive Orders.)",CofO Issued,11/3/2022 4:00:00 AM,22005617-8,-83.238155,42.372161,659,353011,20124,,PLYMOUTH,-9266029.02917158,5216891.41155607
BLD2020-03185,"Per SLU2018-00165, Change of Occupancy to MMGF & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,4/7/2022 4:00:00 AM,18016335-9,-83.152154,42.370828,660,546560,4404,,OAKMAN,-9256455.44164387,5216690.55781457
BLD2020-03202,"Per SLU2020-00086, erection of a 823,173 sq ft Warehouse/Distribution Center, accessory Buildings & Site Work per plans.  Subject to all Applicable Federal, State, and Local Executive Orders. No Certificate of Occupancy without recorded documentation of Special Land Use Grant from Wayne County Register of Deeds.",CofO Issued,10/3/2024 4:00:00 AM,01009845.,-83.120456,42.441382,661,322352,20110,,WOODWARD,-9252926.8364247,5227327.35672178
BLD2020-03216,"Change of Occupancy to Office and alterations per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders. Change of Use from Retail to Community Social Services

AKA 1050 WOODWARD",CofO Issued,11/14/2022 5:00:00 AM,01004335.,-83.07921,42.379538,662,343917,8642,,WOODWARD,-9248335.35270744,5218003.04006388
BLD2020-03221,"Per SLU2019-00206, add Group Day Care Home (12 Children) to existing Single-Family Dwelling/Daycare per plans. Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,11/24/2020 5:00:00 AM,22106691.,-83.247152,42.431411,663,101873,19306,,PIERSON,-9267030.57063024,5225823.39159033
BLD2020-03246,"Per SLU2019-00176 & BZA#105-19, erection of a 4,644 sq ft Accessory Building and Site Work per plans. Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,11/4/2022 4:00:00 AM,14009539.,-83.094793,42.322581,664,219296,2004,,SCOTTEN,-9250070.04433247,5209423.66440572
BLD2020-03325,"Revisions to BLD2020-00183 per plans. (Change of Occupancy to establish Restaurant w/ Office & ATMS on 2 levels per plans). Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,10/26/2022 4:00:00 AM,02001900-9,-83.045827,42.329658,665,418053,511,,WOODWARD,-9244619.17414629,5210489.24297854
BLD2020-03533,"Per BZA Grant#63-19, Change of Occupancy to Motor Vehicle Repair/Used Motor Vehicle Sales and alterations per plans. Subject to all Applicable Federal, State, and Local Executive Orders. No C of O without Lot Combinations.",CofO Issued,10/1/2024 4:00:00 AM,18003511.,-83.140291,42.344577,666,456687,7041,W,WARREN,-9255134.85852459,5212735.97843329
BLD2020-03563,"REVISIONS TO BLD2019-00262 TO SHOW TRUE SCOPE OF WORK AND COST 
(Change of Occupancy from Retail to Restaurant and alterations as per plans. Separate Health Department approval and Restaurant Business License required.)

(Subject to all applicable Federal, State and Local Executive Orders.)",CofO Issued,5/11/2022 4:00:00 AM,02001744.001,-83.073371,42.369713,667,336471,6549,,WOODWARD,-9247685.3582007,5216522.55514566
BLD2020-03605,"Change of Occupancy to Restaurant (Carry-Out) and alterations per plans. Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,11/2/2021 4:00:00 AM,02004504-5,-83.141647,42.443016,668,353029,20198,,LIVERNOIS,-9255285.8077541,5227573.84218915
BLD2020-03693,"Establish a Group Day Care Home (6 to 12 children) in an existing single-family dwelling per plans & SLU2020-00011. 

(Subject to all Applicable Federal, State, and Local Executive Orders.)",CofO Issued,11/23/2020 5:00:00 AM,22093139.,-83.235983,42.421623,669,110987,17656,,WESTMORELAND,-9265787.24323758,5224347.26175997
BLD2020-03812,"Revision to BLD2020-01421 per plans. (Revision to BLD2018-10769 for Fire Pump Rm Mechanical changes and Rated Assemblies per plans.)(AKA 440 Alfred Revision to Building Permit #BLD2017-02422 to reflect true cost and scope of project)(Erection of a 6 story Mixed-Use Residential & Commercial/Office Building as per plans) Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,3/5/2021 5:00:00 AM,,-83.050147,42.344181,670,,2718,,BRUSH,-9245100.07434652,5212676.3356966
BLD2020-03886,"Revision to BLD2019-00367 per plans.(Interior Renovation of a existing, exterior restoration of a new parking lot). Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,8/17/2021 4:00:00 AM,14009452-3,-83.089812,42.318196,671,217624,4004,,PORTER,-9249515.56194883,5208763.47838996
BLD2020-03927,"Change of Occupancy/Use to Establishment for the sale of beer or alcoholic liquor for consumption on the premises & alterations in 1st Floor & Mezzanine only per plans. Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,3/9/2022 5:00:00 AM,01004033.,-83.046235,42.334668,672,48447,1323,,BROADWAY,-9244664.59249853,5211243.66739278
BLD2020-04263,"Revision to BLD2020-02904 per plans. (Per SLU2019-00174,Change of Occupancy/Use- Renovate School Building to accommodate adaptive re-use as (8) Unit Multi-Family per plans). Subject to all Federal, State and Local Executive Orders.",CofO Issued,3/15/2023 4:00:00 AM,12007536-8,-83.093028,42.336659,673,451019,3559,,TILLMAN,-9249873.56543122,5211543.49625753
BLD2020-04413,"Interior alterations per plans.(1500 E. Woodbridge Suite address per plans, Separate Tenant Build-Out Permit required to establish Occupancy). Subject to all Applicable Federal, State, and Local Executive Orders.
(AKA 1583 Franklin)",CofO Issued,4/12/2021 4:00:00 AM,,-83.030114,42.334086,674,,1522,,WOODBRIDGE,-9242870.01098746,5211156.02458531
BLD2020-04489,"Per SLU2020-00138, Change of Land Use to Parking Lot & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders. No C of O to be issued without recorded SLU Grant & Lot Combination submitted.",CofO Issued,1/14/2022 5:00:00 AM,09000074-5,-83.022494,42.337404,675,409035,2290,,JEFFERSON,-9242021.75646761,5211655.68981019
BLD2020-04543,CHANGE OF OCCUPANCY/USE FROM BAR/CONSUMPTION TO RETAIL AS PER APPROVED PLANS.,CofO Issued,12/20/2021 5:00:00 AM,21002784.,-82.952459,42.398009,676,548180,15103,E,Warren,-9234225.4959299,5220786.9789751
BLD2020-04560,"Phase II, 16,500 sq ft Student Union addition, alterations, & Site work per plans. Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,4/24/2023 4:00:00 AM,12005617.,-83.137074,42.412945,677,253760,4001,W,MCNICHOLS,-9254776.7437227,5223038.72391547
BLD2020-04574,"Per SLU2021-00035, Change of Occupancy to Marijuana Processor Facility in a 2,717 square foot portion of a 12,000 square foot building per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,4/7/2022 4:00:00 AM,22085245.,-83.227598,42.382106,678,545648,12829,,ARTESIAN,-9264853.82930727,5218390.03858143
BLD2020-04675,"Per SLU2020-00036, add SDD/SDM to an existing 3,645 sq ft Retail Tenant space & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,12/14/2020 5:00:00 AM,,,,679,548150,10648,,GRATIOT
BLD2020-04689,"Change of Occupancy/Use to Retail (Tobacco Specialty Retail Store) & alterations per plans. Separate State of Michigan Smoking Exemption req. Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,5/3/2021 4:00:00 AM,21004433-4,-82.957969,42.406865,680,351736,15125,,HARPER,-9234838.86632418,5222122.04102972
BLD2020-04938,"Per SLU2019-00021 & BZA Grant #108-19 extension, Change of Occupancy/Use to Used Auto Parts Facility w/ Indoor Dismantling & Motor Vehicle Services, Major, & alterations per plans. Subject to Field Approval, Grant Conditions.",CofO Issued,11/17/2022 5:00:00 AM,22006550.,-83.194869,42.376795,681,351761,15216,,CASTLETON,-9261210.4536931,5217589.68646506
BLD2020-05039,"*REVISION TO BLD2019-05323 - CHANGE USE/OCCUPANCY FROM OFFICE/FACTORY, TO RETAIL/ RESIDENTIAL - INTERIOR and exterior ALTERATIONS PER SUBMITTED DRAWINGS. - Renovation of the empty buildings*
INTERIOR AND EXTERIOR ALTERATIONS PER THE SUBMITTED SCOPE OF WORK DOCUMENTS. - (Build out tenant spaces, corridors, bathrooms.) -***SUBJECT TO ALL APPLICABLE FEDERAL, STATE, AND LOCAL ""EXECUTIVE ORDERS""***",CofO Issued,9/20/2023 4:00:00 AM,03001789-90,-83.064715,42.373029,682,536081,2857,E,GRAND,-9246721.77668839,5217022.20233054
BLD2020-05057,"Change of Occupancy to Lofts (6 Units) on 2nd Floor only & alterations per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,1/6/2023 5:00:00 AM,04000778.,-83.065378,42.347549,683,540050,634,,SELDEN,-9246795.58151079,5213183.61217495
BLD2020-05067,"Per HDC Cert#21-7056, construct New 53 Unit Multi-Family Dwelling w/1st Floor Retail & Site Work per plans. Subject to Field Approval, HDC Cert Conditions, and all Applicable Federal, State, and Local Executive Orders. No Certificate of Occupancy without Lot Combination.",CofO Issued,2/27/2025 5:00:00 AM,14000381.002L,-83.092196,42.32193,684,514542,4000,,VERNOR,-9249780.94761488,5209325.64984498
BLD2020-05103,"Revision to BLD2018-10767 to reflect Electrical changes per plans. (A.K.A. 1840 Mack - legal address) PHASE I - Construct and erect a new one story, building approx. 100' x 206' as per provided plans and specifications) Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,7/29/2021 4:00:00 AM,,-83.040759,42.352745,685,,3500,,ORLEANS,-9244055.00696695,5213966.26898476
BLD2020-05209,"Per BZA# 80-18, Change of Occupancy/Use to Studio (Quilting Education) & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,6/2/2022 4:00:00 AM,14004478.,-83.130659,42.381488,686,380804,12200,,PETOSKEY,-9254062.62918926,5218296.90431442
BLD2020-05302,"Per BZA #27-17, Erect New 2-story 6 Unit Multi-Family Dwelling & Site Work per plans (AKA 99 Marston). Subject to Field Approval, BZA Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,1/30/2023 5:00:00 AM,01002326.,-83.074558,42.375876,687,467911,111,,MARSTON,-9247817.49443627,5217451.20273145
BLD2020-05303,"Construct Six(6) 2-Story attached Townhouses & Sitework per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,12/14/2022 5:00:00 AM,01002322.,-83.075245,42.375622,688,434438,67,,MARSTON,-9247893.97092645,5217412.92793294
BLD2020-05329,"Revision to BLD2020-01351 per plans. (Tenant Build-Out in 3,560 sq ft Suite 121 to establish Bank w/ ATM per plans). Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,5/5/2022 4:00:00 AM,08000590-1,-83.067874,42.331713,689,257439,1620,,Michigan,-9247073.43495981,5210798.68524448
BLD2020-05342,"Interior Tenant Office Build-Out in portion of 1st Floor per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,3/1/2022 5:00:00 AM,21000352.,-82.945288,42.372088,690,535407,14300,,JEFFERSON,-9233427.22386143,5216880.41195352
BLD2020-05393,"Per SLU2020-00006, add accessory Group Day Care Use to existing Single-Family Dwelling & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,1/27/2021 5:00:00 AM,22117582.002,-83.26455,42.386338,691,134235,13912,,BRAMELL,-9268967.30713107,5219027.83703139
BLD2020-05507,"Per BSEED Grant# 89-16 & 3rd Circuit Case No. 20-009598AA, Change of Occupancy to MMPCF & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,7/7/2021 4:00:00 AM,22018600.,-83.18378,42.444924,692,535371,13815,W,Eight Mile,-9259976.03185969,5227861.66811683
BLD2020-05554,"Construct new 8,000 sq ft Retail building & Site work per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders. No Certificate of Occupancy without documentation of parcel combination from the City of Detroit Assessors Office.",CofO Issued,11/29/2022 5:00:00 AM,,-83.102415,42.317679,693,,5650,W,VERNOR,-9250918.5214913,5208685.64421082
BLD2020-05568,"Per SLU2019-00095 and BZA# 88-19, Change of Occupancy/Use to Rental Hall & alterations per plans. No C of O without recorded Grants. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,9/12/2022 4:00:00 AM,13008511-14,-83.058032,42.433453,694,293055,4535,E,SEVEN MILE,-9245977.82853142,5226131.37499432
BLD2020-05597,"Tenant Build-Out to establish Office Occupancy in 1,620 sq ft 1st Floor space per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,12/28/2021 5:00:00 AM,01004278-0,-83.071771,42.36869,695,5229,6402,,WOODWARD,-9247507.24701543,5216368.41720361
BLD2020-05743,"Per SLU2020-00104 add Group Day Care Use to Single-Family Dwelling per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,2/1/2021 5:00:00 AM,22021303.,-83.171699,42.435682,696,25881,19450,,APPOLINE,-9258631.18109142,5226467.5740145
BLD2020-05755,"Tenant Build-Out to establish Restaurant in a 1,827 sq ft 1st Floor space per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders. Separate Sign Permit & HDC approval req.",CofO Issued,6/25/2024 4:00:00 AM,02000146-52,-83.048762,42.328657,697,347846,243,W,CONGRESS,-9244945.89685177,5210338.51588182
BLD2020-05762,"Change of Occupancy/Use to Medical Clinic in a 2,020 sq ft Tenant Space & inspection of interior work done without a Permit per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,5/11/2021 4:00:00 AM,13024926.,-83.056307,42.408512,698,276590,12170,,CONANT,-9245785.8024098,5222370.35079346
BLD2020-05898,"Change of Occupancy/Use to Rental Hall on 1st Floor only per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,4/6/2021 4:00:00 AM,02000167.,-83.048128,42.329759,699,295271,151,W,FORT,-9244875.32029461,5210504.4513403
BLD2020-05929,"Per BZA Grant #58-21, Change of Occupancy to Rental Hall & alterations in 3,300 sq ft Tenant Unit B only (Retail in Unit A to remain) per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,6/29/2023 4:00:00 AM,15005150-2,-83.025043,42.44636,700,268888,20411,,VAN DYKE,-9242305.50984964,5228078.29760487
BLD2020-05952,"Interior Build-Out of Restaurant in 2,100 sq ft Ground Floor space per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,1/13/2022 5:00:00 AM,02000162.,-83.048692,42.32926,701,27598,220,,CONGRESS,-9244938.10448741,5210429.31323625
BLD2021-00024,"Tenant Build-Out to establish Beauty Shop in Suite 124 per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,5/5/2022 4:00:00 AM,08000590-1,-83.067874,42.331713,702,257439,1620,,"Michigan, SUITE 124",-9247073.43495981,5210798.68524448
BLD2021-00033,"Per SLU2019-00015, add additional Retail SDD Occupancy/Use to existing SDM & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders. No Certificate of Occupancy without recorded documentation of Special Land Use Grant from Wayne County Register of Deeds.",CofO Issued,12/21/2022 5:00:00 AM,22113599.,-83.257973,42.442131,703,353114,20528,,LAHSER,-9268235.15884012,5227440.34100035
BLD2021-00034,"Per SLU2020-00032 & BZA Grant #22-20, Phase II Superstructure for a 16 Story Mixed Use/Multi-Family Residential building per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders. No C of O without recorded SLU Grant.",CofO Issued,1/11/2024 5:00:00 AM,,-83.04491,42.335423,704,,338,,GRATIOT,-9244517.09417323,5211357.36330858
BLD2021-00061,"Change of Occupancy/Use to Child Care Center & exterior & interior alterations per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,8/24/2022 4:00:00 AM,09006376.,-83.064342,42.414274,705,536147,3310,E,DAVISON,-9246680.25451833,5223239.10936132
BLD2021-00087,"Per BZA Grants #74-21 & #17-22, expansion of existing Towing Service Storage Yard & Change of Use of Land to Towing Service Storage Yard at 6384 Rugg & 6417 Richardson per plans. Subject to Field Approval, BZA Grant conditions.",CofO Issued,11/8/2023 5:00:00 AM,15001914.002,-83.035673,42.395751,706,153415,6380,,MARCUS,-9243488.83603678,5220446.61050739
BLD2021-00145,"Add additional Occupancy/Use of Commercial Trade School (Truck Driving) to existing Storage in 1,715 sq ft space only per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,5/25/2021 4:00:00 AM,07001595-6,-83.061175,42.379797,707,348437,1545,,CLAY,-9246327.70569099,5218042.07073877
BLD2021-00179,"Per SLU2020-00107, Change of Occupancy/Use to Residential Substance Abuse Service Facility & alterations/Fire Alarm per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,9/28/2021 4:00:00 AM,14008103.,-83.111395,42.352943,708,216090,1851,W,Grand Blvd,-9251918.17051862,5213996.09436925
BLD2021-00182,"Revision to BLD2019-06149 per plans. (Per SLU2019-00092, Change of Occupancy to MMGF & MMPF per plans.) Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,7/21/2021 4:00:00 AM,22008550.001,-83.232407,42.383525,709,351084,12931,,WESTWOOD,-9265389.1647385,5218603.88917811
BLD2021-00220,"Erect/add approximately 8,000 sq ft accessory Storage Structure/Use to existing Manufacturing per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,4/17/2024 4:00:00 AM,13003838-899,-83.050708,42.378916,710,254577,2500,E,GRAND,-9245162.52458085,5217909.30682268
BLD2021-00236,"AKA 13210 E. Jefferson. Change of Occupancy/Use to Medical Office & alterations per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,12/23/2021 5:00:00 AM,21000367-73,-82.950694,42.370264,711,332020,13200,,JEFFERSON,-9234029.01702865,5216605.57671962
BLD2021-00283,"Revision to BLD2017-02420 per plans. (Phase I Foundations and framing of superstructure for a Mixed-Use Residential (35 Units) and Commercial Building as per plans. (Brush Park Building A1)) Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,11/10/2021 5:00:00 AM,01000699-700,-83.052945,42.344456,712,448594,200,,Edmund Place,-9245411.54628175,5212717.75422389
BLD2021-00303,"Per HDC 21-7180 & 21-7189, Erect new 3 Story, 30 Unit Multi-Family Dwelling & Site Work per plans. No C of O without Documentation of Lot Combination. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,6/14/2023 4:00:00 AM,,-83.06595,42.348562,713,,664,W,ALEXANDRINE,-9246859.25625952,5213336.19203797
BLD2021-00314,"Change of Occupancy/Use to Restaurant (Juice Bar) & alterations in Unit C per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,3/7/2023 5:00:00 AM,02001823.,-83.056641,42.344995,714,545225,3153,,WOODWARD,-9245822.98311973,5212798.93506293
BLD2021-00359,"Per BSEED Grant #77-16, Change of Occupancy to MMPCF & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,8/16/2021 4:00:00 AM,22000923.,-83.196595,42.343867,715,535533,15514,,WARREN,-9261402.59113421,5212629.04349061
BLD2021-00549,"Per BZA #6-21, construct one 8 Unit Multi-Family Dwelling (Bldg 1) & Site Work per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,12/22/2022 5:00:00 AM,17011820-1,-82.999958,42.352069,716,529149,7631,E,LAFAYETTE,-9239513.06042309,5213864.44161238
BLD2021-00588,"REVISION TO EXISTING PERMIT *(BLD2019-01928)*PERMIT REVISION **(BLD2021-00588/ old cost: $10,500,000 / new cost: $10,650,000 modify scope of work to include fire wall)**New construction of 4 story mixed use facility. Metal studs and brick veneer. First floor parking and retail space. 2nd floor through 4th floor contains 92 units.",CofO Issued,3/10/2022 5:00:00 AM,,-82.999882,42.358495,717,,8003,,KERCHEVAL,-9239504.60014179,5214832.44846057
BLD2021-00626,Change of Occupancy/Use to Retail Sales of New Merchandise per plans. Separate Detroit Business License required for the Sale of Tobacco products. Subject to Field Approval.,CofO Issued,6/30/2022 4:00:00 AM,16037515.,-83.159638,42.407715,718,94915,15794,,WYOMING,-9257288.55671296,5222250.19036692
BLD2021-00664,"Revision to BLD2020-01569 to establish Occupancy/Use of Mercantile/Retail and 9,000 sq. ft. addition as per approved plans. Subject to all applicable Federal, State, and Local Executive Orders. (No C of O to be issued until parcel combination for 8028,8034, and 8038 McNichols provided.)",CofO Issued,10/3/2023 4:00:00 AM,16008236-40,-83.150318,42.417331,719,490920,8016,W,MCNICHOLS,-9256251.05905877,5223700.05723876
BLD2021-00694,"Change of Occupancy/Use to Recreation Indoor (Yoga Studio) & Massage Facility in 2,070 sq ft Lease Space 2 per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,4/13/2021 4:00:00 AM,13000088-90,-83.015592,42.339785,720,239990,269,,WALKER,-9241253.42934215,5212014.26630509
BLD2021-00804,"Revisions to BLD2020-04697 per plans (Bulletin #1). (Interior Build-Out for Retail Store per plans). Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders./Old Cost $3,350,000/New Cost $3,525,000
Additional Scope of Work: Added Chicken Prep Room and Revised Tenant Kiosk Area",CofO Issued,11/15/2021 5:00:00 AM,,,,721,550970,1475,,JEFFERSON
BLD2021-00817,"Change of Occupancy to Banquet Hall on 16th Floor Infill area per plans. See BLD2020-03088 for MEP Trade C of O inspections. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,3/22/2021 4:00:00 AM,01004106-9,-83.046265,42.333701,722,348182,1000,,WOODWARD,-9244667.93208326,5211098.04825976
BLD2021-01002,"Per SLU2021-00050, Change of Occupancy/Use to Marijuana Grower Facility in 4,445 sq ft building per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,11/16/2022 5:00:00 AM,20016979-87,-83.153202,42.293968,723,346905,403,S,DIX,-9256572.10447022,5205116.64790557
BLD2021-01215,"Revision to BLD2020-00866 per plans. (Construct New 4-Story Multiple-Family Dwelling/Combined in structures w/ permitted 1st-Floor Commercial Use per plans). Subject to all Applicable Federal, State, and Local Executive Orders.",CofO Issued,6/16/2021 4:00:00 AM,01001872-6,-83.069308,42.370055,724,363678,258,,MILWAUKEE,-9247233.06710961,5216574.08569205
BLD2021-01274,"Erect 30' x 16' One Story Single-Family Dwelling per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,5/22/2023 4:00:00 AM,06003312.,-83.105191,42.390119,725,365028,1568,,MONTEREY,-9251227.54439774,5219597.70230765
BLD2021-01276,"Construct New 28'-8"" x 16' (459 sq ft) Single-Family Dwelling per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,6/6/2023 4:00:00 AM,06003339.,-83.105487,42.39037,726,396588,1573,,RICHTON,-9251260.49496702,5219635.53377505
BLD2021-01284,"Revisions to BLD2021-00028 per plans. (Revisions to BLD2020-02478 per plans) (Change of Occupancy/Use to add Dormitory to existing Office and alterations per plans). Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,10/26/2022 4:00:00 AM,13000145-50,-83.015426,42.341927,727,249467,3245,E,JEFFERSON,-9241234.95030668,5212336.86121339
BLD2021-01297,AKA 19416 Van Dyke. Change of Occupancy to Restaurant (Carryout) & alterations per plans.,CofO Issued,10/5/2021 4:00:00 AM,17009892.,-83.023954,42.43747,728,414786,19420,,VAN DYKE,-9242184.28292417,5226737.26585572
BLD2021-01300,"Per SLU2020-00132, add Additional Use of Group Day Care to existing Single-Family Dwelling per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,6/10/2021 4:00:00 AM,22116603.,-83.259342,42.347046,729,159855,7637,,LAMPHERE,-9268387.55522302,5213107.85033322
BLD2021-01348,"Erect new 7 Level Parking Structure & Parking Lot per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,6/13/2023 4:00:00 AM,06001648.,-83.085142,42.37018,730,453849,1126,,PALLISTER,-9248995.69992683,5216592.92002609
BLD2021-01393,"Change of Occupancy/Use to establish a 6,913 sq. sf. Group ""A"" Cabaret and 612 sq. ft. Retail Space  per BZA #32-20 and approved plans.
(Subject to all applicable Federal, State and Local Executive Orders.)",CofO Issued,2/2/2024 5:00:00 AM,16008267.,-83.145397,42.417345,731,536509,7400,W,MCNICHOLS,-9255703.25584458,5223702.16827189
BLD2021-01478,"Change of Use of Land to Urban Garden per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.",CofO Issued,10/28/2021 4:00:00 AM,22001566-78,-83.245964,42.350384,732,453147,20900,,TIREMAN,-9266898.32307518,5213610.63110954
BLD2021-01539,"Revise (BLD2019-01520) to show changes in scope of work per plans
{Change of Occupancy/Use to floors (2&3) to Multi-Family Dwelling (3 Units) per plans.}
(Subject to all applicable Federal, State and Local Executive Orders.)",CofO Issued,12/8/2021 5:00:00 AM,01001946.000,-83.071061,42.37141,733,336886,3040,E,GRAND BLVD,-9247428.21017697,5216778.25187211
